;ANO_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_SECAO;NR_VOTAVEL;NM_VOTAVEL;QT_VOTOS;NR_LOCAL_VOTACAO;CD_TIPO_SECAO_AGREGADA;DS_TIPO_SECAO_AGREGADA;NM_LOCAL_VOTACAO;CD_TIPO_LOCAL;DS_TIPO_LOCAL;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE;CD_SITU_LOCAL_VOTACAO;DS_SITU_LOCAL_VOTACAO;CD_SITU_ZONA;DS_SITU_ZONA;CD_SITU_SECAO;DS_SITU_SECAO;CD_SITU_LOCALIDADE;DS_SITU_LOCALIDADE;CD_SITU_SECAO_ACESSIBILIDADE;DS_SITU_SECAO_ACESSIBILIDADE;QT_ELEITOR;QT_ELEITOR_ELEICAO
459;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;53;44444;ANDERSON CARNEIRO DA SILVA;1;1058;1;Principal;EEPSG DR. ADAIL LUIZ MULLER;1;Convencional;R MATEOS DEMARCHI, 181;JARDIM DAS QUATRO MARIAS;9820270;-23,740164;-46,5557;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;338;338
460;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;57;44444;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
461;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;57;28300;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
462;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;61;44444;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
463;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;68;44444;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;325;325
464;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;72;44444;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;310;310
465;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;72;28300;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;310;310
466;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;79;44444;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;367;367
467;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;79;28300;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;367;367
468;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;82;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. ANTONIO CAPUTO;1;Convencional;RUA MARCILIO CONRADO, 280;RIO GRANDE;9830290;-23,7817126;-46,5304343;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
469;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;91;44444;ANDERSON CARNEIRO DA SILVA;1;1090;1;Principal;EE. ANTONIO CAPUTO;1;Convencional;RUA MARCILIO CONRADO, 280;RIO GRANDE;9830290;-23,7817126;-46,5304343;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;381;381
470;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;96;44444;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
471;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;100;44444;ANDERSON CARNEIRO DA SILVA;1;1112;1;Principal;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;379;379
472;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;111;44444;ANDERSON CARNEIRO DA SILVA;2;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
473;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;111;28300;ANDERSON CARNEIRO DA SILVA;2;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
474;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;112;44444;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
475;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;112;28300;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
476;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;113;44444;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;314;314
477;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;113;28300;ANDERSON CARNEIRO DA SILVA;2;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;314;314
478;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;117;44444;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;331;331
479;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;117;28300;ANDERSON CARNEIRO DA SILVA;2;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;331;331
480;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;121;44444;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;360;360
481;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;121;28300;ANDERSON CARNEIRO DA SILVA;3;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;360;360
482;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;128;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;342;342
483;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;131;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;341;341
484;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;131;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;341;341
485;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;141;44444;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;362;362
486;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;141;28300;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;362;362
487;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;145;44444;ANDERSON CARNEIRO DA SILVA;2;1163;1;Principal;EE. PROFª MARISTELA VIEIRA;1;Convencional;RUA PARAGUAÇU, 240;JARDIM THELMA;9850700;-23,7354238;-46,5901213;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;411;411
488;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;146;44444;ANDERSON CARNEIRO DA SILVA;1;1163;1;Principal;EE. PROFª MARISTELA VIEIRA;1;Convencional;RUA PARAGUAÇU, 240;JARDIM THELMA;9850700;-23,7354238;-46,5901213;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
489;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;151;44444;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;385;385
490;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;164;44444;ANDERSON CARNEIRO DA SILVA;1;1252;1;Principal;EM. PROF. WALDEMAR CANCIANI;1;Convencional;RUA JOSÉ MARTINS FERNANDES, 86;JARDIM DA REPRESA;9843740;-23,7696544;-46,59033;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;392;392
491;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;170;44444;ANDERSON CARNEIRO DA SILVA;1;1406;1;Principal;EMEB ANTÔNIO DOS SANTOS FARIAS;1;Convencional;RUA IRATI, 11;BATISTINI;9843370;-23,7753681;-46,5995254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;366;366
492;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;176;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;342;342
493;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;176;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;342;342
494;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;189;44444;ANDERSON CARNEIRO DA SILVA;2;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
495;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;189;28300;ANDERSON CARNEIRO DA SILVA;7;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
496;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;190;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;338;338
497;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;190;28300;ANDERSON CARNEIRO DA SILVA;4;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;338;338
498;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;191;44444;ANDERSON CARNEIRO DA SILVA;1;1406;1;Principal;EMEB ANTÔNIO DOS SANTOS FARIAS;1;Convencional;RUA IRATI, 11;BATISTINI;9843370;-23,7753681;-46,5995254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
499;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;191;28300;ANDERSON CARNEIRO DA SILVA;1;1406;1;Principal;EMEB ANTÔNIO DOS SANTOS FARIAS;1;Convencional;RUA IRATI, 11;BATISTINI;9843370;-23,7753681;-46,5995254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
500;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;192;44444;ANDERSON CARNEIRO DA SILVA;1;1015;1;Principal;EM. SEN. TEOTÔNIO VILELA;1;Convencional;RUA MATHILDE FERRARI MARSON, 30;DEMARCHI;9840360;-23,7432832;-46,5700133;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;377;377
501;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;192;28300;ANDERSON CARNEIRO DA SILVA;3;1015;1;Principal;EM. SEN. TEOTÔNIO VILELA;1;Convencional;RUA MATHILDE FERRARI MARSON, 30;DEMARCHI;9840360;-23,7432832;-46,5700133;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;377;377
502;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;200;44444;ANDERSON CARNEIRO DA SILVA;2;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;384;384
503;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;200;28300;ANDERSON CARNEIRO DA SILVA;2;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;384;384
504;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;204;44444;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;340;340
505;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;204;28300;ANDERSON CARNEIRO DA SILVA;2;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;340;340
506;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;206;44444;ANDERSON CARNEIRO DA SILVA;1;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
507;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;206;28300;ANDERSON CARNEIRO DA SILVA;2;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
508;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;211;44444;ANDERSON CARNEIRO DA SILVA;1;1201;1;Principal;EM. ARLINDO MIGUEL TEIXEIRA;1;Convencional;ESTRADA DOS ALVARENGA, 7500;ALVARENGA;9850550;-23,7442217;-46,6118795;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;395;395
509;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;211;28300;ANDERSON CARNEIRO DA SILVA;1;1201;1;Principal;EM. ARLINDO MIGUEL TEIXEIRA;1;Convencional;ESTRADA DOS ALVARENGA, 7500;ALVARENGA;9850550;-23,7442217;-46,6118795;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;395;395
510;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;226;44444;ANDERSON CARNEIRO DA SILVA;2;1015;1;Principal;EM. SEN. TEOTÔNIO VILELA;1;Convencional;RUA MATHILDE FERRARI MARSON, 30;DEMARCHI;9840360;-23,7432832;-46,5700133;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;362;362
511;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;226;28300;ANDERSON CARNEIRO DA SILVA;2;1015;1;Principal;EM. SEN. TEOTÔNIO VILELA;1;Convencional;RUA MATHILDE FERRARI MARSON, 30;DEMARCHI;9840360;-23,7432832;-46,5700133;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;362;362
512;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;227;44444;ANDERSON CARNEIRO DA SILVA;2;1244;1;Principal;EE. MARCO ANTONIO PRUDENTE DE TOLEDO;1;Convencional;ESTRADA DO  PONEY CLUB, 2120;ALVARENGA;9853005;-23,7557487;-46,6055792;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
513;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;229;44444;ANDERSON CARNEIRO DA SILVA;3;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
514;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;229;28300;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
515;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;234;44444;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;366;366
516;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;248;44444;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;366;366
517;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;250;44444;ANDERSON CARNEIRO DA SILVA;2;1244;1;Principal;EE. MARCO ANTONIO PRUDENTE DE TOLEDO;1;Convencional;ESTRADA DO  PONEY CLUB, 2120;ALVARENGA;9853005;-23,7557487;-46,6055792;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
518;2016;02/10/2016;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;255;44444;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;328;328
